ObjectID,GlobalID,Seating,Shelter,ETA Screen,Curb,Stop ID (NextBus),headway,Route_All,Route_1,Route 2,Route 3,Route 4,Route 5,Route 6,Route 7,Route 8,Route 9,Notes,Seating #,Route Map,Island?,Signage,any_signage,Signage_Comb,half,x,y,best_signage
8,fdfd0591-d7c3-4345-a2b8-b1848fe18a7c,no,no,no,clear,,10_20_min,10,10,,,,,,,,,,,no,,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.3984589,37.75988664,3 paint_on_metal_pole
9,9d391064-4ebe-4509-9f56-7ad4ae60d8d9,no,no,no,clear,16964,10_20_min,19,19,,,,,,,,,,,no,,metal_sign,yes,metal_sign,South,-122.3987162,37.75348047,0 metal_sign
10,5378706e-f76e-4819-b90c-5be2db13c1ed,no,no,no,clear,,10_20_min,10,10,,,,,,,,,,,no,,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.39863,37.75476709,3 paint_on_metal_pole
11,6cc6cb7c-969e-4c15-b8f7-5317f745363b,no,no,no,parking_obstructed,16966,10_20_min,10,10,,,,,,,,,,,no,,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.3987659,37.75560922,3 paint_on_metal_pole
12,d2359b76-9598-4083-93ea-0aaeeaa9b34a,no,no,no,parking_obstructed,,10_20_min,10,10,,,,,,,,,Telephone pole,,no,,paint_on_telephone_pole,yes,paint_on_telephone_pole,North,-122.3988794,37.75714533,2 paint_on_telephone_pole
13,d6db2ff3-1b75-40c7-bddf-38eb8bd72298,no,no,no,parking_obstructed,,10_20_min,10,10,,,,,,,,,,,no,,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.398038,37.75997402,3 paint_on_metal_pole
14,0bc7ab8d-e375-4ab7-b38f-524c800c055e,no,no,no,clear,,10_20_min,10,10,,,,,,,,,Bad,,no,,no_sign,no,z_no_sign,North,-122.3980392,37.75748229,5 no_sign
15,7ba8817f-f996-40a8-a120-a52fcab67473,no,no,no,clear,,10_20_min,10,10,,,,,,,,,,,no,,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.3980003,37.75605623,3 paint_on_metal_pole
16,10ea0be3-89df-4b7d-8364-b5bed8267cb3,no,no,no,parking_obstructed,14356,10_20_min,19,19,,,,,,,,,,,no,,paint_on_pavement,yes,paint_on_pavement,South,-122.4005961,37.75475855,4 paint_on_pavement
17,76ef3028-ad10-43a4-ae29-8c55632b5992,no,no,no,parking_obstructed,13452,10_20_min,"10, 19, 48",10,19,48,,,,,,,,,no,,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4018854,37.75458554,3 paint_on_metal_pole
18,6205c3c7-ae70-4c6e-a165-362ff8e6e185,no,no,no,parking_obstructed,13450,10_20_min,"10, 48",10,48,,,,,,,,,,no,,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4028126,37.75444837,3 paint_on_metal_pole
19,fbacc4cc-4787-4025-9ed6-1c3c937245d5,no,no,no,clear,,10_min,9,9,,,,,,,,,Pavement Paint,,no,,paint_on_pavement,yes,paint_on_pavement,North,-122.4078654,37.76804659,4 paint_on_pavement
20,40847cd8-52b7-48ed-801d-486250ab72bc,yes,yes,"yes_not_working,no",parking_obstructed,16195,10_20_min,19,19,,,,,,,,,Broken Glass,2,yes,no,no_sign,no,z_no_sign,South,-122.4016799,37.75448228,5 no_sign
21,bd8a2615-d5a3-4895-b220-a1df914a8d79,no,no,no,parking_obstructed,13516,10_20_min,"10, 19, 48",10,19,48,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.4001079,37.75083263,4 paint_on_pavement
22,76271815-3b0f-4386-b861-f276fdf823af,no,no,no,clear,13517,10_20_min,"10, 19, 48",10,19,48,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.4001428,37.7507328,4 paint_on_pavement
23,95af6913-91c4-4830-9a43-7eadd4c963a7,no,no,no,clear,13522,10_20_min,"10, 19, 48",10,19,48,,,,,,,Worst,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.401092,37.7506569,4 paint_on_pavement
24,edca126a-5675-4ded-8ed6-3edb07feb327,no,no,no,parking_obstructed,16202,10_20_min,"10, 19, 48",10,19,48,,,,,,,Pavement paint,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4013571,37.75080032,3 paint_on_metal_pole
25,23917f10-ebe7-47eb-ac46-e913cdd51739,no,no,no,parking_obstructed,,10_20_min,"10, 19, 48",10,19,48,,,,,,,,N/A,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.4013464,37.75212956,4 paint_on_pavement
26,5b11dd0b-c50d-468d-89f6-f1cdef633e7e,yes,yes,yes_not_working,parking_obstructed,16198,10_20_min,"10, 19, 48",10,19,48,,,,,,,,4,yes,no,no_sign,no,z_no_sign,South,-122.4017022,37.75362858,5 no_sign
27,6fd28553-5591-49c3-8391-224a620fb497,yes,yes,yes_working,clear,15227,10_20_min,"10, 19, 48",10,19,48,,,,,,,,4,yes,no,no_sign,no,z_no_sign,South,-122.4025132,37.75442633,5 no_sign
28,c6e9cc48-be73-40ff-b0de-a59df45ae7c2,yes,yes,no,clear,13456,10_20_min,"10, 48",10,48,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,South,-122.4038089,37.75453052,5 no_sign
29,aceae25c-5e21-459b-97b2-8ce549f9bdd7,yes,yes,yes_working,clear,13456,10_20_min,"10, 48",10,48,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,South,-122.4039623,37.75435923,5 no_sign
30,2f73f558-93ec-492c-b566-ccbde95034a1,yes,yes,no,clear,13453,10_20_min,"10, 48",10,48,,,,,,,,,8,yes,no,no_sign,no,z_no_sign,South,-122.4049448,37.75445663,5 no_sign
31,c1cf3df1-8529-4bdb-b160-956a65978c74,yes,yes,no,clear,13454,10_20_min,"10, 48",10,48,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,South,-122.4052256,37.75430006,5 no_sign
32,6d6013d6-6f68-4f84-beef-4c3f9eb3a561,no,no,no,clear,16119,10_min,"9, 9r, 33, 90owl",9,9r,33,90owl,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4063424,37.7553436,3 paint_on_metal_pole
33,a581c8f0-ec4f-42e5-b8c4-525316d38ef3,no,no,no,clear,13744,10_20_min,27,27,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4093601,37.75424038,3 paint_on_metal_pole
34,16a5bb98-a2dc-4b79-a00c-2f0f82b4844b,yes,no,no,clear,13745,10_20_min,27,27,,,,,,,,,Pavement Paint,3,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4093636,37.75423413,3 paint_on_metal_pole
35,2683a0ef-28c0-45c5-be4a-65a9270869c5,no,no,no,clear,17762,10_20_min,27,27,,,,,,,,,Metal pole also,,no,no,metal_sign,yes,metal_sign,North,-122.4095604,37.75585037,0 metal_sign
36,f97460b7-761f-44db-aadb-e53283db5c99,yes,no,no,clear,13741,10_20_min,27,27,,,,,,,,,Pavement Paint,4,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4096584,37.75754884,3 paint_on_metal_pole
37,571fe70e-dcf9-40a7-b341-099ded6b8455,no,no,no,clear,13738,10_20_min,27,27,,,,,,,,,Pavement Paint,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4099695,37.75937048,3 paint_on_metal_pole
38,5e38ebbe-8618-4111-bcbf-285f95468b73,yes,yes,yes_working,clear,15566,10_min,"14, 49",14,49,,,,,,,,Double shelter,8,yes,no,shelter_marking,yes,shelter_marking,South,-122.4185141,37.75217164,1 shelter_marking
39,46b0b5b3-1204-4f7a-a159-3330d9a7b4ad,yes,yes,yes_working,clear,13477,10_20_min,48,48,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.4187288,37.75232737,1 shelter_marking
40,4c3def38-179a-4fb7-b860-cdc720f09f50,yes,yes,yes_working,clear,15565,10_min,14r,14r,,,,,,,,,Double shelter,8,yes,no,shelter_marking,yes,shelter_marking,South,-122.4184512,37.75240893,1 shelter_marking
41,a440c347-828d-4ba3-bd78-2af7145fe682,yes,yes,yes_working,clear,13476,10_20_min,"48, 67",48,67,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.4180407,37.75238311,1 shelter_marking
42,41932879-eeb7-4a5d-8773-157842aead50,no,no,no,clear,,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4163623,37.75234586,3 paint_on_metal_pole
44,02880a97-74df-4d4a-9a66-7634c65c4f39,yes,yes,no,clear,17312,10_20_min,"12, 67",12,67,,,,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,South,-122.4142151,37.75236899,0 metal_sign
45,f2615356-8b97-43d3-a59b-42c16bdb1153,yes,yes,yes_working,clear,13469,10_20_min,48,48,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,South,-122.4142556,37.75253428,5 no_sign
46,8a520ece-5138-4bf6-a956-8efb6977efe4,yes,yes,yes_working,clear,14677,10_20_min,12,12,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,South,-122.4139822,37.75269744,5 no_sign
47,cf2a7e46-4a60-4ee2-8b10-ae1043f55b3f,yes,yes,yes_working,clear,13470,10_20_min,48,48,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,South,-122.4138619,37.75253357,5 no_sign
48,51108385-4cdf-4f50-aaf2-bdc55c23c7ca,yes,no,no,clear,,10_20_min,48,48,,,,,,,,,,2,no,no,no_sign,no,z_no_sign,South,-122.4120278,37.75265942,5 no_sign
49,ec87b807-54b4-40a0-abe3-cb21bf1ee6a9,yes,no,no,clear,,10_20_min,48,48,,,,,,,,,,2,no,no,no_sign,no,z_no_sign,South,-122.4120278,37.75265942,5 no_sign
50,137c2bc5-a127-4160-ab40-5052f07bfe73,no,no,no,clear,13474,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4117852,37.75261152,3 paint_on_metal_pole
51,7a892874-3345-4209-90a0-c74d9ac16442,yes,yes,yes_working,clear,13458,10_20_min,48,48,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,South,-122.4092557,37.75282522,5 no_sign
52,66b08024-aa5b-403f-b3bc-cd60d336047c,no,no,no,clear,,10_20_min,27,27,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4092155,37.7527344,3 paint_on_metal_pole
53,d1668ab2-4c54-419a-9066-724f8a83151b,yes,yes,yes_working,clear,13459,10_20_min,48,48,,,,,,,,,,4,yes,,no_sign,no,z_no_sign,South,-122.4088715,37.75267757,5 no_sign
54,62e22603-9d8e-413f-ba5c-7ba5c6a5842b,yes,yes,yes_working,clear,13746,10_20_min,27,27,,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,South,-122.4090663,37.7530408,5 no_sign
55,620c37b5-8a44-43ba-b0ee-6311c48bd1f3,no,no,no,parking_obstructed,14964,10_20_min,33,33,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4072216,37.75285854,3 paint_on_metal_pole
56,17d0b6af-c681-4866-a4dd-e90ef33791a3,no,no,no,clear,17518,10_20_min,10,10,,,,,,,,,Nextbus ID hand scrawled,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4060937,37.75308141,3 paint_on_metal_pole
57,c80d55ca-6a5d-4bbb-8ec1-afa2a97a6f46,yes,yes,yes_working,clear,16039,10_min,"9, 9r, 33, 90",9,9r,33,90,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.4065227,37.75288666,1 shelter_marking
58,6b7d300c-5f60-459e-9f18-fdf8523932f4,no,no,no,clear,13480,10_20_min,48,48,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,South,-122.4065158,37.75313786,0 metal_sign
59,b3419907-9227-4b9c-8971-9e62672cef6f,yes,yes,yes_working,clear,16038,10_min,"9, 9r, 33, 48, 90",9,9r,33,48,90,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.4062639,37.75331937,1 shelter_marking
60,96ec06fa-e236-4698-b388-c61b453e0532,no,no,no,clear,15229,10_20_min,"10, 19, 48",10,19,48,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.4021694,37.75085287,4 paint_on_pavement
61,c6a386f2-6bfa-4772-a08e-a99ae49f2ebe,no,no,no,parking_obstructed,15228,10_20_min,"10, 19, 48",10,19,48,,,,,,,,,no,no,"paint_on_telephone_pole,paint_on_pavement",yes,combination,South,-122.4024035,37.75183045,2 paint_on_telephone_pole
62,d0a481aa-12ad-4c59-80bf-c782d4c1f1a5,no,no,no,parking_obstructed,13482,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4298696,37.75152418,3 paint_on_metal_pole
63,1a029338-9de4-4667-809e-e25f045b305b,no,no,no,parking_obstructed,13481,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4294074,37.75161906,3 paint_on_metal_pole
64,325bf04e-3cf4-42eb-9a2b-0e1d712e20a3,yes,yes,yes_working,clear,13461,10_20_min,48,48,,,,,,,,,,4,yes,no,metal_sign,yes,metal_sign,South,-122.4275943,37.75161177,0 metal_sign
67,55fd07bc-0ad2-4b58-b652-50fc49190a8f,yes,yes,yes_working,clear,13460,10_20_min,"48, 48-owl",48,48,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.4272094,37.75170816,1 shelter_marking
68,83fc2c30-828d-4588-b619-3c45c4f03218,yes,yes,yes_working,clear,13466,10_20_min,48,48,,,,,,,,,Broken glass,2,yes,no,metal_sign,yes,metal_sign,South,-122.4254404,37.75185845,0 metal_sign
69,a48ad9ac-46b6-45f5-b37a-aafb398fe069,no,no,no,clear,,10_20_min,48,48,,,,,,,,,,,no,no,no_sign,no,z_no_sign,South,-122.4255096,37.75180363,5 no_sign
70,b82d323d-e4ef-4a4f-bcfa-36c3280600ec,yes,yes,yes_working,clear,13471,10_20_min,48,48,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.423218,37.75195308,1 shelter_marking
71,d8b4575f-bdcf-4387-b1e7-5ca9d50b1ca6,no,no,no,clear,13471,10_20_min,48,48,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,South,-122.4224969,37.75207906,0 metal_sign
72,90d44904-e1a1-4408-925d-f5638887d193,yes,no,yes_working,clear,16877,10_20_min,12,12,,,,,,,,,No roof,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4207147,37.75219276,1 shelter_marking
73,ecbfd6b2-8d9c-473c-b7be-d736817f3675,yes,no,no,clear,13485,10_20_min,48,48,,,,,,,,,,4,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4202247,37.75218283,3 paint_on_metal_pole
74,24cb6340-c8d5-446b-bf2f-bf7976a048fd,yes,yes,yes_not_working,clear,13486,10_20_min,48,48,,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,South,-122.4201711,37.75217738,5 no_sign
75,b4f30307-93ad-4b39-a94b-36863ac2cf0d,no,no,no,parking_obstructed,14333,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4342198,37.75208069,3 paint_on_metal_pole
76,cf0a48e8-f1d6-484f-8534-0f21a148e043,no,no,no,parking_obstructed,14332,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4341352,37.75219062,3 paint_on_metal_pole
77,01811eb0-a702-4ba2-9d0f-67d88a5325e6,no,no,no,parking_obstructed,14324,10_20_min,24,24,,,,,,,,,,,no,,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.43421,37.75298636,3 paint_on_metal_pole
78,da8efbc5-c07c-4e50-86c8-f2b57dfb0b98,no,no,no,parking_obstructed,14325,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4343766,37.75285514,3 paint_on_metal_pole
79,df0c47e0-e4e0-416a-8685-0d3ec007fd65,no,no,no,parking_obstructed,,20_30_min,35,35,,,,,,,,,,,,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4366078,37.75262455,3 paint_on_metal_pole
80,1890270a-d32f-4614-95e4-2a7683b39a7a,no,no,no,parking_obstructed,13449,20_30_min,35,35,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4374769,37.75276311,3 paint_on_metal_pole
81,4ad8444e-9b41-4bf1-8d46-f2dd90f0222c,no,no,no,parking_obstructed,14542,20_30_min,35,35,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4375738,37.75273884,3 paint_on_metal_pole
82,098c1a34-52b0-4567-875e-49792d90e836,no,no,no,parking_obstructed,15032,10_20_min,48,48,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4407144,37.7523653,3 paint_on_metal_pole
83,c4917205-ae2b-4ee2-b9c2-afa65eaa87bc,no,no,no,clear,14926,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_telephone_pole,yes,paint_on_telephone_pole,South,-122.4426172,37.75252867,2 paint_on_telephone_pole
84,b029ecad-446f-40bd-a63f-006a7d66080f,no,no,no,parking_obstructed,14927,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4425253,37.7522511,3 paint_on_metal_pole
85,b1c80155-6ef6-408c-9f46-b69e943a463c,no,no,no,parking_obstructed,,10_20_min,48,48,,,,,,,,,,,no,,no_sign,no,z_no_sign,South,-122.4428714,37.75094356,5 no_sign
86,edc7a193-b16c-46e4-bbb1-913faa716a18,no,no,no,parking_obstructed,14929,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4427393,37.75066633,3 paint_on_metal_pole
87,2107a22a-c6b1-4a11-b2ac-f22979c0b088,no,no,no,parking_obstructed,13475,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_telephone_pole,yes,paint_on_telephone_pole,South,-122.4404016,37.75102751,2 paint_on_telephone_pole
88,c2fb37b0-594f-4517-b34f-70a9ad3515ec,yes,yes,yes_working,clear,14443,10_20_min,48,48,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4385126,37.7510884,1 shelter_marking
89,5d2d09d9-150b-4f6f-a06a-3fe4347cadcc,no,no,no,clear,13468,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.438211,37.7511086,3 paint_on_metal_pole
90,dec37fc6-fba3-4312-9eb6-e75ebccabf8a,yes,no,no,clear,,20_30_min,35,35,,,,,,,,,,3,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4363805,37.75119758,3 paint_on_metal_pole
91,d00a554a-2414-4599-bf1d-9c4d35774beb,yes,yes,yes_working,clear,13465,10_20_min,48,48,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.4365032,37.75107809,1 shelter_marking
92,2b2b8065-cf26-405f-809b-9e80541ba584,no,no,no,clear,14371,20_30_min,35,35,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,South,-122.4361979,37.75114615,0 metal_sign
93,f3a5d3d8-8192-4d6c-acdc-0e8fbd499fe5,no,no,no,parking_obstructed,13464,10_20_min,48,48,,,,,,,,,,,no,no,"paint_on_telephone_pole,paint_on_pavement",yes,combination,South,-122.4360391,37.75126899,2 paint_on_telephone_pole
94,eac4278d-eebf-4af2-a6a6-d7c12b3fc1ab,yes,no,no,clear,13462,10_20_min,48,48,,,,,,,,,Noe bench,2,no,no,paint_on_telephone_pole,yes,paint_on_telephone_pole,South,-122.4342627,37.75127733,2 paint_on_telephone_pole
95,c400f98a-346f-4f10-90ab-68d77645a506,yes,no,no,clear,14327,10_20_min,24,24,,,,,,,,,,2,no,no,metal_sign,yes,metal_sign,South,-122.4341537,37.75116912,0 metal_sign
96,a62f44a3-2425-465e-a58b-533c666773df,yes,yes,yes_working,clear,,10_20_min,24,24,,,,,,,,,,8,yes,no,no_sign,no,z_no_sign,South,-122.4340288,37.7512591,5 no_sign
97,7ad4b1d7-7ea0-4e43-8201-5c8ea010c411,yes,yes,yes_working,clear,13463,10_20_min,48,48,,,,,,,,,,6,yes,no,shelter_marking,yes,shelter_marking,South,-122.433861,37.75133307,1 shelter_marking
98,928a3870-69f9-4a16-bd7d-9241069b3bd1,yes,no,no,clear,17263,10_20_min,48,48,,,,,,,,,,4,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4320767,37.75140499,3 paint_on_metal_pole
99,860b2469-5e98-4eda-a055-f617c0055191,no,no,no,clear,13478,10_20_min,48,48,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,South,-122.4315809,37.75154224,0 metal_sign
100,8aad763b-41a4-4b79-9544-821f32deb6d4,no,no,no,parking_obstructed,14127,10_20_min,10,10,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,North,-122.3973355,37.76115624,3 paint_on_metal_pole
101,489644d7-f5ea-4d5d-8615-aaadc96ecc9f,no,no,no,parking_obstructed,17544,10_20_min,10,10,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,North,-122.3974525,37.76147065,3 paint_on_metal_pole
102,70d233e6-a968-4fec-b03a-6228978fd6f2,yes,yes,yes_working,clear,14126,10_20_min,10,10,,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,North,-122.397429,37.76243524,5 no_sign
103,b8d9b1fd-4c39-4702-bc9c-04b65213b3c3,yes,yes,yes_working,clear,13324,10_min,22,22,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.3974376,37.7625859,1 shelter_marking
104,5a8799e4-6ca8-45d2-ad47-476b20e56acf,no,no,no,parking_obstructed,14125,10_min,"10, 22",10,22,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,North,-122.3977102,37.7627574,3 paint_on_metal_pole
105,e7dc7e0e-81a7-4a3a-bfb7-efef327bc62e,no,no,no,parking_obstructed,14123,10_min,"10, 22",10,22,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.3976527,37.76484684,3 paint_on_metal_pole
106,4591ec21-9cae-485a-bdb5-ca711e255cc6,yes,yes,no,clear,14124,10_min,22,22,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.3978905,37.76494578,1 shelter_marking
107,e576b258-015d-4b7c-83d3-757809d124a6,no,no,no,parking_obstructed,,10_20_min,55,55,,,,,,,,,,,no,no,no_sign,no,z_no_sign,North,-122.3913409,37.77291656,5 no_sign
108,a08aacdd-9275-4cec-a8db-d86d5fcca98b,yes,yes,no,clear,17766,10_20_min,55,55,,,,,,,,,,4,yes,no,metal_sign,yes,metal_sign,North,-122.3905234,37.77059234,0 metal_sign
109,075bd3eb-c382-443f-8d0a-5aeb56efb08a,no,no,no,clear,17765,10_20_min,55,55,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.3900314,37.77102958,0 metal_sign
110,76644016-0b25-4165-b86d-2d3dc05ade3e,yes,no,no,clear,17988,?,78x          ,78x          ,,,,,,,,,Not accessible,,no,no,metal_sign,yes,metal_sign,North,-122.3881081,37.76712554,0 metal_sign
111,f2a4b527-7201-4231-8393-cd4d5863444d,no,no,no,clear,17381,20_30_min,"91-owl, T-owl",91,T,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.3887646,37.76448185,3 paint_on_metal_pole
112,9cc6a8f5-6fde-46ce-ad26-af7f19d7b62a,no,no,no,clear,17382,20_30_min,"91-owl, T-owl",91,T,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.3889392,37.76414992,3 paint_on_metal_pole
113,34e960df-740f-4fea-985d-2afaeb6470c7,no,no,no,clear,,10_min,22,22,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.3886558,37.76215034,0 metal_sign
114,8bda29f3-f482-4041-b46c-f82695070990,yes,yes,no,clear,13410,10_min,22,22,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.389177,37.76051394,1 shelter_marking
115,8f533f1b-578a-4caf-ab09-0efaa521aac5,no,no,no,clear,13104,20_30_min,"91-owl, T-owl",91,T,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.3886091,37.76060149,3 paint_on_metal_pole
116,da54ba2f-b5fd-46c2-aeee-67d7e0598b33,no,no,no,clear,13103,20_30_min,"91-owl, T-owl",91,T,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.388456,37.76052793,3 paint_on_metal_pole
117,9a443888-6c6c-41c9-8c48-dbc93b0f1311,no,no,no,clear,,10_20_min,48,48,,,,,,,,,,,no,no,no_sign,no,z_no_sign,North,-122.3883224,37.76037983,5 no_sign
118,4e6a5d8a-ce43-4392-bd1e-de9d31cc96af,no,no,no,clear,17473,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.3882512,37.75804111,3 paint_on_metal_pole
119,e38f3925-3284-42f2-a8ae-7866b32fae12,no,no,no,parking_obstructed,,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.3901618,37.75792594,3 paint_on_metal_pole
120,e20a567b-bd57-42bb-8c07-1ecbfd494b08,no,no,no,parking_obstructed,13437,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,North,-122.3905292,37.75777917,4 paint_on_pavement
121,22fd8b8e-e918-4240-b0a3-59f5dd736956,yes,yes,no,clear,13435,10_20_min,48,48,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.3925255,37.75760026,1 shelter_marking
122,74a483e5-8a67-4fd4-93f0-893ec707d6ce,yes,yes,no,clear,13439,10_20_min,48,48,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.3926561,37.75759871,1 shelter_marking
123,6ebfa223-a998-497c-a54f-0eaa2eab6861,no,no,no,clear,17527,10_20_min,48,48,,,,,,,,,Worst,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.3929175,37.75511398,3 paint_on_metal_pole
124,c4407b02-5f8d-4a3b-97a2-ef3ee1e7e085,no,no,no,clear,17523,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.3930643,37.75516423,3 paint_on_metal_pole
125,5244ac61-1cfc-41e6-8e24-3ee65fa2b56b,no,no,no,clear,17524,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.3928001,37.75256068,3 paint_on_metal_pole
126,5ad48dce-6069-4f8e-a5ae-71604f8885c6,no,no,no,clear,17526,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.3929405,37.75254032,3 paint_on_metal_pole
127,eff63aa8-c3c9-49ce-9573-a562b126f9a7,no,no,no,clear,,10_20_min,10,10,,,,,,,,,,,no,no,no_sign,no,z_no_sign,South,-122.3948502,37.75242104,5 no_sign
128,80bb2f53-c672-402c-b35e-92aa885abc21,no,no,no,clear,14345,10_20_min,10,10,,,,,,,,,Completely inaccessible,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.3946269,37.75256982,3 paint_on_metal_pole
