ObjectID,GlobalID,Seating,Shelter,ETA Screen,Curb,Stop ID (NextBus),headway,Route_All,Route_1,Route 2,Route 3,Route 4,Route 5,Route 6,Route 7,Route 8,Route 9,Notes,Seating #,Route Map,Island?,Signage,any_signage,Signage_Comb,half,x,y,best_signage
1210,1cd3e41d-6ba5-4679-9180-b7c5b28fb13d,yes,yes,yes_working,clear,14307,10_20_min,24,24,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.435576,37.76757921,1 shelter_marking
1211,0d290b16-9264-4b55-9361-f97e2b8a6d02,no,no,no,parking_obstructed,13259,20_30_min,37,37,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,North,-122.4335888,37.76738757,3 paint_on_metal_pole
1212,887733c9-9e6d-42c1-99ce-a3ca7f0e6f2f,no,no,no,parking_obstructed,13258,20_30_min,37,37,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4332744,37.76754015,3 paint_on_metal_pole
1213,6794adda-3cb2-45e4-8675-c8cca33f8de2,no,no,no,clear,,20_30_min,37,37,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4310571,37.76767004,3 paint_on_metal_pole
1214,fe021d5d-c5db-46d5-a7ac-7d2fba0e41cd,no,no,no,parking_obstructed,13261,20_30_min,37,37,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,North,-122.4313722,37.76752758,3 paint_on_metal_pole
1215,8c86042e-f9a8-4d80-a40b-8293f375c3b5,yes,yes,no,clear,14760,10_min,38,38,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.437683,37.78391958,1 shelter_marking
1216,3f12cca7-625b-4b52-965a-5870620f5b9f,yes,yes,yes_working,clear,14295,10_min,"38, 38-r",38,38,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.433305,37.7845307,1 shelter_marking
1217,b15c96a7-83a6-4047-a870-bc0e79dc1fa4,no,yes,no,clear,14614,10_min,22,22,,,,,,,,,Overpass,,no,no,no_sign,no,z_no_sign,North,-122.4328223,37.78442321,5 no_sign
1218,30aeea85-dca7-4b0c-acf5-aff28632e040,no,yes,no,clear,14615,10_min,22,22,,,,,,,,,Overpass,,no,no,no_sign,no,z_no_sign,North,-122.433056,37.78429929,5 no_sign
1219,be7d8091-25c5-413e-a5f4-80609bfc81c4,yes,yes,no,clear,17954,10_min,"38, 38-r",38,38,,,,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4319775,37.78427736,0 metal_sign
1220,a399f4ef-6663-45b7-98b5-92295889a51d,yes,yes,yes_working,clear,,10_min,38,38,,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,North,-122.4309459,37.78483361,5 no_sign
1221,efef35f7-0479-4316-b243-0be5b8bab5b6,yes,yes,yes_working,clear,14305,10_min,"38, 38-r",38,38,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4281565,37.78476933,1 shelter_marking
1222,586a0e04-c9cf-4fa6-9288-98f2275efe19,yes,yes,yes_working,clear,14304,10_min,"38, 38-r",38,38,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4278498,37.7851605,1 shelter_marking
1223,ca62b97d-c023-4e64-8e71-7fcea52a39c3,yes,yes,no,clear,14298,10_min,38,38,,,,,,,,,Bench,8,yes,no,shelter_marking,yes,shelter_marking,North,-122.4252831,37.78546905,1 shelter_marking
1224,5df58dc4-113c-4f3b-a481-544cc7d64016,yes,yes,yes_working,clear,16425,10_min,38,38,,,,,,,,,,4,no,no,no_sign,no,z_no_sign,North,-122.4240472,37.78502246,5 no_sign
1225,9a837713-f0f2-44f0-8865-07d6917c107c,yes,yes,no,clear,14768,10_min,"38, 38-r",38,38,,,,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4220052,37.78569229,0 metal_sign
1226,cb15fe20-fa11-4263-a12c-beab79552750,no,no,no,clear,,10_min,"47, 49",47,49,,,,,,,,Van Ness Construction,,no,no,no_sign,no,z_no_sign,North,-122.421381,37.78487074,5 no_sign
1227,940d94ad-589f-42d1-916d-c4db59213fc5,yes,yes,yes_not_working,clear,15818,10_min,"38, 38-r",38,38,,,,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4214935,37.78465298,0 metal_sign
1230,fa1bc642-3760-45d3-a858-919ad1fd4175,yes,yes,yes_working,clear,14494,10_20_min,31,31,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4204622,37.7829741,1 shelter_marking
1231,6cdf07b6-505f-40b3-a73a-67d059ccc4e3,yes,yes,yes_working,clear,14495,10_20_min,31,31,,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,North,-122.4204455,37.78288015,5 no_sign
1232,c27d2d5c-25ff-49b1-a850-0ce7a135e79f,yes,yes,yes_working,clear,13559,10_min,"18, 38",18,38,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4932515,37.77948878,1 shelter_marking
1233,f9a6b983-481f-4c77-ba9c-32af2513b4e0,yes,yes,yes_working,clear,13560,10_min,38,38,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4933868,37.77940462,1 shelter_marking
1234,86e79971-7f56-4658-9b68-45eca007c5fe,yes,yes,no,clear,14279,10_min,"38-r, 38-ax",38,38,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4935947,37.7795808,1 shelter_marking
1235,24b82cc1-46d1-484e-9f2b-c93c0ed748b2,yes,yes,yes_working,clear,14278,10_min,"38, 38-r, 38-ax",38,38,38,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4936447,37.77982396,1 shelter_marking
1236,e4504715-ca04-4830-900a-74e92d23fbc7,yes,yes,yes_working,clear,13558,10_min,"1-ax, 18",1,18,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4934328,37.7799438,1 shelter_marking
1237,7ea34870-67da-43a3-87d5-3d53a1437e6d,no,no,no,parking_obstructed,13557,10_min,1,1,,,,,,,,,,,no,no,paint_on_telephone_pole,yes,paint_on_telephone_pole,North,-122.4932649,37.78001213,2 paint_on_telephone_pole
1238,f7e0ea8d-55ec-410d-b2e6-0a5e9ab35c37,no,no,no,clear,14277,10_min,1,1,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.493169,37.77985469,3 paint_on_metal_pole
1239,99e60d86-b7bb-48ab-af5d-d1f01d7fe842,no,no,no,clear,13550,10_min,1,1,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.49235,37.77995099,0 metal_sign
1240,cdb6621b-797c-4bf9-a7d5-a65e2a48a7df,no,no,no,clear,,10_min,38,38,,,,,,,,,Terminal,,no,no,no_sign,no,z_no_sign,North,-122.4916379,37.779643,5 no_sign
1241,c2768a90-3fbf-4191-b375-5d5651e3881a,yes,yes,yes_working,clear,14273,10_min,"38, 38-ax",38,38,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4899113,37.77998657,1 shelter_marking
1242,4ef0d3ca-5042-44a0-8255-42b2c127cc47,yes,yes,no,clear,14274,10_min,"38, 38-ax",38,38,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4902945,37.7797068,1 shelter_marking
1243,fbe11cbe-f735-4b56-b8b3-78382a1cb43f,yes,yes,yes_working,clear,14272,10_min,"38, 38-ax",38,38,,,,,,,,,4,yes,no,"shelter_marking,metal_sign",yes,shelter_marking,North,-122.4881288,37.77980291,0 metal_sign
1244,82744cd6-572a-4c51-ad23-c54dddc34478,yes,yes,no,clear,14271,10_min,"38, 38-ax",38,38,,,,,,,,,2,yes,no,"shelter_marking,metal_sign",yes,shelter_marking,North,-122.4877841,37.78013384,0 metal_sign
1245,85d29398-cfb8-4b79-a312-a065ef084d8e,yes,yes,yes_working,clear,14270,10_min,"38, 38-r, 38-ax, 38-bx",38,38,38,38,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4849635,37.77993724,1 shelter_marking
1246,7d802fca-cc20-4666-85f3-d1811dbaa70d,yes,yes,yes_working,clear,13500,10_20_min,29,29,,,,,,,,,,4,yes,no,metal_sign,yes,metal_sign,North,-122.484861,37.78027631,0 metal_sign
1247,b848b943-f80e-4ffd-a416-74d987cacfdf,yes,yes,yes_working,clear,14269,10_min,"38, 38-r, 38-ax, 38-bx",38,38,38,38,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4845729,37.78024452,1 shelter_marking
1248,711ee8b9-5915-4056-b8c4-e374794a9774,yes,yes,yes_working,clear,13501,10_20_min,29,29,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.484582,37.77987517,1 shelter_marking
1249,7fa12b32-bc99-48be-a397-a2210ef0f1b0,yes,yes,yes_working,clear,14268,10_min,"38, 38-bx",38,38,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.482868,37.78007349,1 shelter_marking
1250,a5eabea0-4a5c-4c19-a9ea-fbbc536fee6c,no,no,no,clear,14267,10_min,"38, 38-bx",38,38,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.4813419,37.7803959,0 metal_sign
1251,3453abe5-9735-44c9-a00c-0ef615191074,yes,yes,yes_working,clear,14266,10_min,"38, 38-r, 38-bx",38,38,38,,,,,,,,4,yes,,shelter_marking,yes,shelter_marking,North,-122.4796142,37.78016296,1 shelter_marking
1252,1eed3d97-70b4-44fe-9b51-86db53addb6e,yes,yes,yes_working,clear,14265,10_min,"38, 38-r, 38-bx",38,38,38,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4792024,37.78051008,1 shelter_marking
1253,f8f724a5-a611-4eae-8558-2a59b9638364,yes,yes,yes_working,clear,14264,10_min,38,38,,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,North,-122.4764655,37.78031182,5 no_sign
1254,00106c5e-83f8-4c8b-b299-fa25588b8de8,yes,yes,no,clear,14263,10_min,"38, 38-bx",38,38,,,,,,,,,2,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4759419,37.78063166,0 metal_sign
1255,a5d216f2-1ba8-4b0b-97c9-c011199ea7e4,yes,yes,yes_working,clear,15952,10_min,"28, 28-r, 91",28,28,91,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4726346,37.78050859,1 shelter_marking
1256,fc055024-b5e4-4621-8fee-3b405585131a,yes,yes,yes_working,clear,14755,10_min,"38, 38-r, 38-bx",38,38,38,,,,,,,Double shelter,8,yes,no,shelter_marking,yes,shelter_marking,North,-122.4724726,37.78028043,1 shelter_marking
1257,76726ea5-65c8-49ea-a9bb-e58af6a3316f,yes,yes,yes_working,clear,15953,10_min,"28, 28-r, 91",28,28,91,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4727139,37.78080975,1 shelter_marking
1258,cc4e5957-ae5f-4402-ae8d-8e1b8b051619,yes,yes,yes_working,clear,15953,10_min,"28, 28-r, 91",28,28,91,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4721898,37.78096289,1 shelter_marking
1259,b1676955-c255-4784-9560-f318284c7be0,yes,yes,yes_working,clear,14262,10_min,"38, 38-bx",38,38,,,,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.470954,37.78055406,0 metal_sign
1260,84479db5-9b25-457b-be0f-ba1012eb19be,yes,yes,no,clear,14261,10_min,"38, 38-r",38,38,,,,,,,,,2,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4704692,37.78091338,0 metal_sign
1261,c1b39f7f-71b3-425a-92e0-040741535e72,yes,yes,yes_working,clear,14259,10_min,"38, 38-bx",38,38,,,,,,,,,4,yes,no,metal_sign,yes,metal_sign,North,-122.4677936,37.78104194,0 metal_sign
1262,42b3213a-cd1e-4895-a210-23f78356339d,yes,yes,yes_working,clear,14260,10_min,38,38,,,,,,,,,Benches,14,yes,no,shelter_marking,yes,shelter_marking,North,-122.4672561,37.78076066,1 shelter_marking
1263,77719a62-cdb7-402a-8408-0b0473b77af3,yes,yes,yes_working,clear,14258,10_min,"38, 38-r, 38-bx",38,38,38,,,,,,,Bench,7,yes,no,shelter_marking,yes,shelter_marking,North,-122.4645252,37.78089904,1 shelter_marking
1264,e6282b11-be26-41bb-86ad-8f430955ab7a,yes,yes,yes_working,clear,13184,10_20_min,44,44,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4643264,37.78082214,1 shelter_marking
1265,c9ce60b4-7647-44e5-8438-cc3535aab4fe,yes,yes,yes_working,clear,13185,10_20_min,44,44,,,,,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4642002,37.78076344,0 metal_sign
1266,5b480d9a-834a-4958-824b-31d17369b5c7,yes,yes,yes_working,clear,14257,10_min,"38, 38-r, 38-bx",38,38,38,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.46412,37.78116478,1 shelter_marking
1267,02cf2349-25d6-4431-93f3-97ed749ec9a2,yes,yes,no,clear,14256,10_min,38,38,,,,,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4612664,37.78103983,0 metal_sign
1268,f7fd92a5-56b0-4908-b4bf-fed7f4ea4a01,yes,yes,no,clear,14255,10_min,"38, 38-bx",38,38,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4609001,37.78134119,1 shelter_marking
1269,d1b2b144-4ecd-42c4-b4d8-abc7bae5645c,yes,yes,yes_working,clear,17854,10_min,"38, 38-r, 38-bx",38,38,38,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4594499,37.78140015,1 shelter_marking
1270,0b3cfc11-d384-4883-8190-d0b493e54598,yes,yes,yes_working,clear,13649,10_20_min,33,33,,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,North,-122.4590172,37.78149983,5 no_sign
1271,86e0e7f4-2e7d-4c0c-afb3-2e7c5519cbb8,yes,yes,yes_working,clear,13650,10_20_min,33,33,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4587546,37.78101863,1 shelter_marking
1272,545e20a4-0516-4bf2-aa66-ac654639dfaa,yes,yes,yes_working,clear,14288,10_min,"38, 38-br, 38-x",38,38,38,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4585293,37.78116106,1 shelter_marking
1273,233e5114-9b62-49e4-b88d-d57c21d6d43a,yes,yes,yes_working,clear,14764,10_min,"38, 38-bx",38,38,,,,,,,,,2,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4565088,37.78124272,0 metal_sign
1274,f184506f-848b-4e2a-a63c-dd47f8abdc86,no,no,no,clear,14292,10_min,"38, 38-bx",38,38,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.4559204,37.78158498,0 metal_sign
1275,e1804e76-1e10-4c64-b44e-9e0d9a0d6567,yes,yes,yes_working,clear,14763,10_min,"38, 38-bx",38,38,,,,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4534136,37.78155723,0 metal_sign
1276,8f594963-68b1-4bf4-a438-a9d39ba8517e,yes,yes,yes_working,clear,14762,10_min,"38, 38-x",38,38,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4530067,37.78189965,1 shelter_marking
1277,a486310c-908b-4d0f-ae16-ffb9f4423099,yes,yes,yes_working,clear,14290,10_min,"38, 38-bx",38,38,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,North,-122.4499465,37.78228291,5 no_sign
1278,eaff4648-4f01-4f0c-8747-be2475b359c7,yes,yes,yes_working,clear,14291,10_min,38,38,,,,,,,,,,4,yes,no,metal_sign,yes,metal_sign,North,-122.4498378,37.78200923,0 metal_sign
1279,ca3fa04b-98b8-4a13-8b12-1260ebe82c77,yes,yes,yes_working,clear,15709,10_20_min,"31-bx, 43",31,43,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4473634,37.78205161,1 shelter_marking
1280,2b1beaba-f70e-407d-9dd9-34f2ec8e641d,yes,yes,no,clear,17953,10_min,"38, 38-bx, 38-r",38,38,38,,,,,,,,4,yes,no,"shelter_marking,metal_sign",yes,shelter_marking,North,-122.4468387,37.7822298,0 metal_sign
1281,7d5f38d7-456f-4f20-b5e5-026d3275002a,yes,yes,yes_working,clear,14758,10_min,38-r,38,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4468153,37.78254974,1 shelter_marking
1282,76940c56-052d-4a9e-af4d-9c006e5fd0d7,yes,yes,yes_working,clear,16093,10_min,"31-bx, 38-bx, 43",31,38,43,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4460108,37.78275864,1 shelter_marking
1283,617cb9ce-838c-4178-89a9-09cbad6408ff,no,no,no,clear,16092,10_min,"31-bx, 38-bx, 43",31,38,43,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.4458317,37.78284626,0 metal_sign
1284,6337f4fa-d3f9-4715-a857-4b3ad3ecdf25,yes,yes,yes_working,clear,14289,10_min,38,38,,,,,,,,,,4,yes,no,metal_sign,yes,metal_sign,North,-122.4431271,37.78299152,0 metal_sign
1285,21a085f0-800b-4751-b441-d0b36931939c,yes,yes,no,clear,14765,10_min,38,38,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4423521,37.78280434,1 shelter_marking
1286,e3beae6e-193d-4d0a-bcad-99f6d782a029,yes,yes,yes_working,clear,14294,10_min,"38, 38-r",38,38,,,,,,,,,4,yes,no,metal_sign,yes,metal_sign,North,-122.4397039,37.78312309,0 metal_sign
1287,64593fc1-2009-48b7-b461-bfacfb5d1ae6,yes,yes,yes_working,clear,14422,10_20_min,24,24,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4395266,37.7829502,1 shelter_marking
1288,717c3fae-4939-4775-84b3-d2b33bc79e18,yes,yes,yes_working,clear,14421,10_20_min,24,24,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4394171,37.78360225,1 shelter_marking
1289,74cb896a-c507-4d84-acf7-6e37393578cd,no,no,no,clear,,10_min,38,38,,,,,,,,,,,no,no,no_sign,no,z_no_sign,North,-122.4392965,37.78350674,5 no_sign
1290,620f71bb-4bc8-4ce8-9a17-a693fa2fd56a,yes,yes,no,clear,14761,10_min,38,38,,,,,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.43754,37.78356637,0 metal_sign
1291,9b48a3d5-2a6b-4c09-927f-babc882ab6b8,yes,yes,yes_working,clear,14328,10_20_min,24,24,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.434084,37.74986072,1 shelter_marking
1292,453c18ee-b2e4-4346-9267-4aa7475b4378,yes,yes,yes_working,clear,14329,10_20_min,24,24,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.433803,37.74951554,1 shelter_marking
1293,53ba8925-faaf-4687-bc8b-fb74daaae815,no,no,no,parking_obstructed,17290,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4339291,37.74824254,3 paint_on_metal_pole
1294,0b5102d9-ab81-43e2-a419-22a1c668d4cb,no,no,no,parking_obstructed,13514,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4336044,37.74817957,3 paint_on_metal_pole
1295,7ecb5442-d12c-4dd9-926d-5e3b0b47b1e5,yes,yes,yes_working,clear,13520,10_20_min,24,24,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4318169,37.74829686,1 shelter_marking
1296,5dbfdc0d-d022-4a6e-b79a-ca091907a87d,yes,yes,yes_working,parking_obstructed,13521,10_20_min,24,24,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,South,-122.4318489,37.74816162,5 no_sign
1297,b4c4b75a-7286-4cad-a8cb-2320c20adaf1,no,no,no,parking_obstructed,15732,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4315442,37.7467126,3 paint_on_metal_pole
1298,39685c19-449a-4da5-903c-85c0ec44cfdb,no,no,no,parking_obstructed,15733,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4313308,37.74652064,3 paint_on_metal_pole
1299,8944635d-6b94-42ae-a8a3-d10a651619df,no,no,no,parking_obstructed,15734,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.431353,37.74511628,3 paint_on_metal_pole
1300,7bf73980-df97-4dac-a610-311caa46e65f,no,no,no,parking_obstructed,15735,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4311818,37.7449312,3 paint_on_metal_pole
1301,b908c93f-b2dc-4656-9c58-3b11906dc459,yes,yes,yes_working,clear,15737,10_20_min,24,24,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4310309,37.74330927,1 shelter_marking
1302,89f79018-6d99-40b0-bf4d-daba686a163c,no,no,no,parking_obstructed,15736,10_20_min,24,24,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4311946,37.74323672,3 paint_on_metal_pole
1303,083e9ce9-7e68-468c-a020-b0a4e82377a7,yes,yes,yes_working,clear,15738,10_20_min,24,24,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4311147,37.74205627,1 shelter_marking
1304,b196b92d-927e-4993-a424-678dba948cd8,no,no,no,clear,13542,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.430805,37.74191257,3 paint_on_metal_pole
1305,2ca79e5b-3eec-4ec5-949b-03d70765b2ec,no,no,no,parking_obstructed,13544,10_20_min,24,24,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4290815,37.74187602,3 paint_on_metal_pole
1306,c8b5e56e-2757-4ada-aa43-98ce628f778c,no,no,no,clear,13543,10_20_min,24,24,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,South,-122.428565,37.74202768,0 metal_sign
1307,bd69a8d0-2e03-45cc-9239-8710907dbfd2,yes,no,no,clear,13536,10_20_min,24,24,,,,,,,,,Bench,6,no,no,"metal_sign,paint_on_metal_pole",yes,combination,South,-122.4267098,37.74202543,0 metal_sign
1308,de891860-a912-4f9c-84b3-94600a123aa7,yes,no,no,clear,13535,10_20_min,24,24,,,,,,,,,Bench,4,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.426356,37.74217551,3 paint_on_metal_pole
1309,dfec42ee-8b42-4a05-8f76-f61060e8947b,no,no,no,clear,13966,20_30_min,36,36,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.4258695,37.74193028,4 paint_on_pavement
1310,95bb10e1-a7cf-4b7e-a171-1c61bdeb4be1,no,no,no,parking_obstructed,13965,20_30_min,36,36,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,South,-122.4257519,37.74205187,0 metal_sign
1311,3357143d-5dbd-42d7-adc5-8dace34a1c18,yes,yes,yes_working,clear,14638,10_min,"3, 22",3,22,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4341537,37.78998584,1 shelter_marking
1312,edac3cea-5e32-4a10-94ca-50aed2876334,yes,yes,yes_working,clear,16295,10_min,1,1,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4342958,37.78987394,1 shelter_marking
1313,ac898e7b-90cc-45fa-bb3c-f249c20dd824,yes,yes,yes_working,clear,16296,10_min,1,1,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4337987,37.78981165,1 shelter_marking
1314,1a0cfc80-8353-4d14-b54f-2b320d86e85e,no,no,no,clear,14639,10_min,"3, 22",3,22,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4339229,37.78972357,3 paint_on_metal_pole
1315,9574325b-4061-4976-8710-86453ae39e72,no,no,no,parking_obstructed,13861,10_min,1-bx,1,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4341196,37.78896622,3 paint_on_metal_pole
1316,04c00bfa-f97f-48a6-836d-ad5bbaa70153,no,no,no,parking_obstructed,13862,10_min,1-bx,1,,,,,,,,,,,no,no,"metal_sign,paint_on_metal_pole",yes,combination,North,-122.4340335,37.78879525,0 metal_sign
1317,8002f651-3ad3-4366-812a-51d4a226ab1e,yes,yes,yes_working,clear,,10_min,"3, 22",3,22,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4336483,37.7881388,1 shelter_marking
1318,5b49766e-c1c5-491b-bbc9-eb6ddb094912,no,no,no,clear,14636,10_min,"3, 22",3,22,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4337156,37.78773011,3 paint_on_metal_pole
1319,ac49ba7d-289b-4cb4-be7f-cf0416b7b786,yes,yes,yes_working,clear,16591,10_20_min,"2, 3",2,3,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4330826,37.7861349,1 shelter_marking
1320,8e518039-e81c-4909-8200-2075a75c6f2e,yes,yes,yes_working,clear,16592,10_20_min,"2, 3",2,3,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4330533,37.78605281,1 shelter_marking
1321,40469c0f-2259-4aab-8acd-739d24094909,yes,yes,yes_working,clear,14641,10_min,22,22,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4333162,37.785806,1 shelter_marking
1322,49bc26a5-7753-4f51-b045-814b760ca8a8,yes,yes,yes_working,clear,14640,10_min,22,22,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4331706,37.78595544,1 shelter_marking
1323,79d7af34-0a8e-4d8d-beed-16962a875757,yes,yes,yes_working,clear,14634,10_min,22,22,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4327693,37.7830571,1 shelter_marking
1324,ad60342e-e503-4135-9e65-3412ca038885,yes,yes,no,clear,14633,10_min,22,22,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.432622,37.78317183,1 shelter_marking
1325,44a74842-a939-406f-ba2a-de1a76259bae,no,no,no,clear,14475,10_20_min,31,31,,,,,,,,,,,no,no,"metal_sign,paint_on_metal_pole",yes,combination,North,-122.4322288,37.78150272,0 metal_sign
1326,c0f7a031-2872-4107-b9e0-52c602823bbf,no,no,no,clear,14611,10_min,22,22,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.432345,37.78173057,3 paint_on_metal_pole
1327,b2d75e56-8d31-4e8a-8933-27916c466b76,yes,yes,no,clear,14612,10_min,22,22,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4324724,37.78162845,1 shelter_marking
1328,c23d8ba6-c863-4c0c-a4c4-c282ba249926,yes,yes,yes_working,clear,14476,10_20_min,19,19,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4325921,37.78134697,1 shelter_marking
1329,ca6eb6ff-ab61-4831-bf05-8c10fefd5537,yes,yes,no,clear,14642,10_min,22,22,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4321935,37.78025818,1 shelter_marking
