13067,Balboa St & Arguello Blvd,31,BALBOA,Ocean Beach,18758,04:36:02,22:21:25,0,0,0,0,0,0,1
13070,Balboa St & Park Presidio Blvd,31,BALBOA,Ocean Beach,18758,04:39:08,22:24:08,1,1,1,1,1,0,0
13070,Balboa St & Park Presidio Blvd,31,BALBOA,Ocean Beach,18758,04:39:08,22:24:57,0,0,0,0,0,1,0
13070,Balboa St & Park Presidio Blvd,31,BALBOA,Ocean Beach,18758,04:39:08,22:24:57,0,0,0,0,0,0,1
13071,Balboa St & Park Presidio Blvd,31,BALBOA,Masonic + Turk,18758,05:10:32,22:44:48,1,1,1,1,1,0,0
13071,Balboa St & Park Presidio Blvd,31,BALBOA,Masonic + Turk,18758,05:09:48,22:45:32,0,0,0,0,0,1,0
13071,Balboa St & Park Presidio Blvd,31,BALBOA,Masonic + Turk,18758,05:09:48,22:45:32,0,0,0,0,0,0,1
13072,Broderick St & Bay St,30,STOCKTON,Broderick St,18163,05:53:19,24:32:50,1,1,1,1,1,0,0
13072,Broderick St & Bay St,30,STOCKTON,Broderick St,18163,05:35:50,24:28:23,0,0,0,0,0,1,0
13072,Broderick St & Bay St,30,STOCKTON,Broderick St,18163,05:35:50,24:28:23,0,0,0,0,0,0,1
13074,Broderick St & Beach St,30,STOCKTON,Broderick St,18163,05:53:51,24:33:28,1,1,1,1,1,0,0
13074,Broderick St & Beach St,30,STOCKTON,Broderick St,18163,05:36:28,24:28:55,0,0,0,0,0,1,0
13074,Broderick St & Beach St,30,STOCKTON,Broderick St,18163,05:36:28,24:28:55,0,0,0,0,0,0,1
13075,Broderick St & Francisco St,30,STOCKTON,Broderick St,18163,05:53:04,24:32:31,1,1,1,1,1,0,0
13075,Broderick St & Francisco St,30,STOCKTON,Broderick St,18163,05:35:31,24:28:07,0,0,0,0,0,1,0
13075,Broderick St & Francisco St,30,STOCKTON,Broderick St,18163,05:35:31,24:28:07,0,0,0,0,0,0,1
13076,Broderick St & Jefferson St,30,STOCKTON,Broderick St,18163,05:54:07,24:33:47,1,1,1,1,1,0,0
13076,Broderick St & Jefferson St,30,STOCKTON,Broderick St,18163,05:36:47,24:29:11,0,0,0,0,0,1,0
13076,Broderick St & Jefferson St,30,STOCKTON,Broderick St,18163,05:36:47,24:29:11,0,0,0,0,0,0,1
13077,Broderick St & North Point St,30,STOCKTON,Broderick St,18163,05:53:35,24:33:09,1,1,1,1,1,0,0
13077,Broderick St & North Point St,30,STOCKTON,Broderick St,18163,05:36:09,24:28:39,0,0,0,0,0,1,0
13077,Broderick St & North Point St,30,STOCKTON,Broderick St,18163,05:36:09,24:28:39,0,0,0,0,0,0,1
13082,Broadway & Columbus Ave,12,FOLSOM-PACIFIC,Cesar Chavez + Mission,18147,06:09:05,22:09:05,1,1,1,1,1,0,0
13082,Broadway & Columbus Ave,12,FOLSOM-PACIFIC,Cesar Chavez + Mission,18147,06:09:05,22:09:05,0,0,0,0,0,1,0
13082,Broadway & Columbus Ave,12,FOLSOM-PACIFIC,Cesar Chavez + Mission,18147,06:09:05,22:09:05,0,0,0,0,0,0,1
13084,Broadway & Montgomery St,12,FOLSOM-PACIFIC,Cesar Chavez + Mission,18147,06:10:30,22:10:30,1,1,1,1,1,0,0
13084,Broadway & Montgomery St,12,FOLSOM-PACIFIC,Cesar Chavez + Mission,18147,06:10:30,22:10:30,0,0,0,0,0,1,0
13084,Broadway & Montgomery St,12,FOLSOM-PACIFIC,Cesar Chavez + Mission,18147,06:10:30,22:10:30,0,0,0,0,0,0,1
13085,Broadway & Steiner St,22,FILLMORE,Bay Street,18155,05:17:47,29:04:47,1,1,1,1,1,0,0
13085,Broadway & Steiner St,22,FILLMORE,Bay Street,18155,05:10:47,29:04:47,0,0,0,0,0,1,0
13085,Broadway & Steiner St,22,FILLMORE,Bay Street,18155,05:10:47,29:04:47,0,0,0,0,0,0,1
13086,Broadway & Steiner St,22,FILLMORE,UCSF Mission Bay,18155,05:43:21,29:23:21,1,1,1,1,1,0,0
13086,Broadway & Steiner St,22,FILLMORE,UCSF Mission Bay,18155,05:42:06,29:24:21,0,0,0,0,0,1,0
13086,Broadway & Steiner St,22,FILLMORE,UCSF Mission Bay,18155,05:42:06,29:24:21,0,0,0,0,0,0,1
13087,Broadway & Stockton St,12,FOLSOM-PACIFIC,Cesar Chavez + Mission,18147,06:07:56,22:07:56,1,1,1,1,1,0,0
13087,Broadway & Stockton St,12,FOLSOM-PACIFIC,Cesar Chavez + Mission,18147,06:07:56,22:07:56,0,0,0,0,0,1,0
13087,Broadway & Stockton St,12,FOLSOM-PACIFIC,Cesar Chavez + Mission,18147,06:07:56,22:07:56,0,0,0,0,0,0,1
13089,Beale St & Mission St,5,FULTON,Transit Center,18136,04:53:37,24:59:12,1,1,1,1,1,0,0
13089,Beale St & Mission St,5,FULTON,Transit Center,18136,04:48:49,25:00:12,0,0,0,0,0,1,0
13089,Beale St & Mission St,5,FULTON,Transit Center,18136,04:48:49,25:00:12,0,0,0,0,0,0,1
13089,Beale St & Mission St,5R,FULTON RAPID,Transit Center,18137,07:47:15,19:43:41,1,1,1,1,1,0,0
13089,Beale St & Mission St,7,HAIGHT-NORIEGA,SF Transit Center,18139,05:45:07,22:49:07,1,1,1,1,1,0,0
13089,Beale St & Mission St,7,HAIGHT-NORIEGA,SF Transit Center,18139,05:43:56,22:48:56,0,0,0,0,0,1,0
13089,Beale St & Mission St,7,HAIGHT-NORIEGA,SF Transit Center,18139,05:43:56,22:48:56,0,0,0,0,0,0,1
13089,Beale St & Mission St,38,GEARY,Transit Center,18173,06:04:38,29:53:38,1,1,1,1,1,0,0
13089,Beale St & Mission St,38,GEARY,Transit Center,18173,06:07:22,29:51:22,0,0,0,0,0,1,0
13089,Beale St & Mission St,38,GEARY,Transit Center,18173,06:07:22,29:51:22,0,0,0,0,0,0,1
13089,Beale St & Mission St,38R,GEARY RAPID,Transit Center,18176,05:35:42,22:40:42,1,1,1,1,1,0,0
13089,Beale St & Mission St,38R,GEARY RAPID,Transit Center,18176,06:40:27,21:41:42,0,0,0,0,0,1,0
13089,Beale St & Mission St,38R,GEARY RAPID,Transit Center,18176,06:40:27,21:41:42,0,0,0,0,0,0,1
13092,Beach St & Mason St,F,MARKET & WHARVES,Balboa Park,18208,08:01:30,22:01:27,1,1,1,1,1,0,0
13092,Beach St & Mason St,F,MARKET & WHARVES,Balboa Park,18208,08:01:30,22:01:27,0,0,0,0,0,1,0
13092,Beach St & Mason St,F,MARKET & WHARVES,Balboa Park,18208,08:01:30,22:01:27,0,0,0,0,0,0,1
13092,Beach St & Mason St,L-OWL,OWL TARAVAL,Wawona + 46th Avenue,18215,22:07:02,29:27:02,1,1,1,1,1,0,0
13092,Beach St & Mason St,L-OWL,OWL TARAVAL,Wawona + 46th Avenue,18215,22:07:02,29:27:02,0,0,0,0,0,1,0
